Country,Code,year,Population,GDP,GDP_growth,Life_expectancy,TF
Mexico,MEX,1966,46783542,24337233447,6.096139301,59.79321951,0
Colombia,COL,2011,47078792,3.37E+11,6.645328887,73.57385366,0
Colombia,COL,2012,47704427,3.70E+11,4.21297881,73.77707317,0
Mexico,MEX,1967,48264496,26556372081,5.854924878,60.15153659,0
Mexico,MEX,1968,49787609,29363632834,9.423278819,60.52309756,0
Mexico,MEX,1969,51360846,32515754314,3.418620026,60.91936585,0
Mexico,MEX,1970,52988138,35541711470,6.502484033,61.3502439,0
Mexico,MEX,1971,54669034,39200879416,3.762467687,61.81917073,0
Mexico,MEX,1972,56395803,45178119327,8.22880731,62.31765854,0
Mexico,MEX,1973,58155590,55271303176,7.861119861,62.83782927,0
Mexico,MEX,1974,59931341,71976542927,5.776827231,63.37426829,0
Mexico,MEX,1975,61708369,88003982689,5.744485049,63.92014634,0
Mexico,MEX,1976,63486196,89023916067,4.417444135,64.46860976,0
Mexico,MEX,1977,65261295,81825780564,3.390639707,65.01282927,0
Mexico,MEX,1978,67012869,1.03E+11,8.956942327,65.54592683,0
Mexico,MEX,1979,68715443,1.35E+11,9.698170138,66.06302439,0
Mexico,MEX,1980,70353013,1.94E+11,9.233251984,66.56021951,0
Mexico,MEX,1981,71916281,2.50E+11,8.772600561,67.03704878,0
Mexico,MEX,1982,73415735,1.74E+11,-0.62790261,67.49592683,0
Mexico,MEX,1983,74880326,1.49E+11,-4.196296575,67.94078049,0
Brazil,BRA,1961,74988037,15236854859,10.27591158,55.16963415,0
Mexico,MEX,1984,76351106,1.76E+11,3.610180912,68.37202439,0
Brazil,BRA,1962,77286629,19926293839,5.216059385,55.63309756,0
Mexico,MEX,1985,77859344,1.84E+11,2.593384139,68.79260976,0
Mexico,MEX,1986,79410218,1.29E+11,-3.753919881,69.20343902,0
Brazil,BRA,1963,79643017,23021477292,0.874672609,56.08,0
Mexico,MEX,1987,80999175,1.40E+11,1.855746992,69.60741463,0
Brazil,BRA,1964,82017016,21211892260,3.485582301,56.51029268,0
Mexico,MEX,1988,82635332,1.83E+11,1.245438058,70.0064878,0
Mexico,MEX,1989,84326921,2.23E+11,4.198293259,70.40158537,0
Brazil,BRA,1965,84379369,21790035102,3.053487905,56.92387805,0
Mexico,MEX,1990,86077004,2.63E+11,5.068306312,70.79573171,0
Brazil,BRA,1966,86721875,27062716511,4.150360219,57.32319512,0
Mexico,MEX,1991,87890094,3.14E+11,4.222250716,71.19097561,0
Brazil,BRA,1967,89052356,30591834045,4.915265688,57.7117561,0
Mexico,MEX,1992,89757916,3.64E+11,3.628658714,71.58582927,0
Brazil,BRA,1968,91377490,33875881906,11.42728239,58.09460976,0
Mexico,MEX,1993,91653826,5.10E+11,4.061428359,71.97782927,0
Mexico,MEX,1994,93541577,5.34E+11,4.727357903,72.36385366,0
Brazil,BRA,1969,93709914,37458898265,9.735826862,58.47529268,0
Mexico,MEX,1995,95392647,3.47E+11,-5.758685146,72.73826829,0
Brazil,BRA,1970,96060361,42327600116,8.769947471,58.85697561,0
Mexico,MEX,1996,97201533,4.02E+11,5.874766683,73.09241463,0
Brazil,BRA,1971,98427874,49204456712,11.29508684,59.24436585,0
Mexico,MEX,1997,98968558,4.86E+11,6.962888801,73.42265854,0
Mexico,MEX,1998,100678867,5.08E+11,4.701842416,73.72646341,0
Brazil,BRA,1972,100812672,58539008796,12.05280227,59.63753659,0
Mexico,MEX,1999,102316781,5.87E+11,2.667013147,74.00580488,0
Brazil,BRA,1973,103228641,79279057736,13.97869164,60.0355122,0
Mexico,MEX,2000,103873607,6.92E+11,5.296476397,74.26526829,0
Mexico,MEX,2001,105339877,7.33E+11,-0.605497235,74.51097561,0
Brazil,BRA,1974,105693434,1.05E+11,9.042120308,60.43819512,0
Mexico,MEX,2002,106723661,7.50E+11,0.131922061,74.75058537,0
Mexico,MEX,2003,108056312,7.22E+11,1.422666325,74.9917561,0
Brazil,BRA,1975,108219657,1.24E+11,5.209075902,60.83978049,0
Mexico,MEX,2004,109381550,7.75E+11,4.295716762,75.23656098,0
Mexico,MEX,2005,110731826,8.70E+11,3.032575967,75.48553659,0
Brazil,BRA,1976,110808302,1.53E+11,9.790410162,61.23543902,0
Mexico,MEX,2006,112116694,9.66E+11,5.001383115,75.73665854,0
Brazil,BRA,1977,113455308,1.76E+11,4.606318063,61.62039024,0
Mexico,MEX,2007,113529819,1.04E+12,3.148223688,75.98439024,0
Mexico,MEX,2008,114968039,1.10E+12,1.400294314,76.22665854,0
Brazil,BRA,1978,116160978,2.01E+11,3.231709573,61.9925122,0
Mexico,MEX,2009,116422752,8.95E+11,-4.70033984,76.46146341,0
Mexico,MEX,2010,117886404,1.05E+12,5.066466411,76.69029268,0
Brazil,BRA,1979,118924135,2.25E+11,6.766284961,62.35382927,0
Mexico,MEX,2011,119361233,1.16E+12,3.982328205,76.91417073,0
Mexico,MEX,2012,120847477,1.18E+12,3.784250864,77.13507317,0
Brazil,BRA,1980,121740438,2.35E+11,9.110960152,62.70604878,0
Brazil,BRA,1981,124610790,2.64E+11,-4.393357194,63.05646341,0
Brazil,BRA,1982,127525420,2.82E+11,0.580245554,63.4104878,0
Brazil,BRA,1983,130455659,2.03E+11,-3.40979348,63.77392683,0
Brazil,BRA,1984,133364277,2.09E+11,5.269143156,64.14792683,0
Brazil,BRA,1985,136223043,2.23E+11,7.945861746,64.53253659,0
Brazil,BRA,1986,139023394,2.68E+11,7.988295109,64.92614634,0
Brazil,BRA,1987,141767626,2.94E+11,3.599629457,65.32353659,0
Brazil,BRA,1988,144452622,3.30E+11,-0.10267271,65.72207317,0
Brazil,BRA,1989,147078659,4.26E+11,3.279458852,66.11921951,0
Brazil,BRA,1990,149648341,4.62E+11,-4.3,66.515,0
Brazil,BRA,1991,152153539,4.07E+11,1.512067461,66.90997561,0
Brazil,BRA,1992,154597985,3.91E+11,-0.466914924,67.30573171,0
Brazil,BRA,1993,157011131,4.38E+11,4.665150948,67.70080488,0
Brazil,BRA,1994,159432909,5.46E+11,5.334359877,68.09465854,0
Brazil,BRA,1995,161890816,7.69E+11,4.416831993,68.48273171,0
Brazil,BRA,1996,164392423,8.40E+11,2.15,68.86195122,0
Brazil,BRA,1997,166925457,8.71E+11,3.374938815,69.23121951,0
Brazil,BRA,1998,169472347,8.44E+11,0.035512204,69.58746341,0
Brazil,BRA,1999,172006362,5.87E+11,0.255597103,69.92968293,0
Brazil,BRA,2000,174504898,6.45E+11,4.305745715,70.25739024,0
Brazil,BRA,2001,176968205,5.54E+11,1.314896121,70.56965854,0
Brazil,BRA,2002,179393768,5.04E+11,2.655974267,70.86956098,0
Brazil,BRA,2003,181752951,5.52E+11,1.146749064,71.15960976,0
Brazil,BRA,2004,184010283,6.64E+11,5.713916916,71.44178049,0
Brazil,BRA,2005,186142403,8.82E+11,3.156352388,71.71853659,0
Brazil,BRA,2006,188134315,1.09E+12,3.955415269,71.99178049,0
Brazil,BRA,2007,189996976,1.37E+12,6.095454977,72.26290244,0
Brazil,BRA,2008,191765567,1.65E+12,5.169299014,72.53387805,0
Brazil,BRA,2009,193490922,1.62E+12,-0.32824804,72.80417073,0
Brazil,BRA,2010,195210154,2.14E+12,7.533615453,73.07531707,0
Brazil,BRA,2011,196935134,2.48E+12,2.732509243,73.34736585,0
Brazil,BRA,2012,198656019,2.25E+12,0.872708176,73.61787805,0
